"gene_id","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21"
"ENSG00000266580.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254545.1",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"ENSG00000134668.12",605,5,2,260,3,4,248,0,4,111,4,1,797,2,6,806,10,8,1028,2,3
"ENSG00000203620.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000269967.1",9,2,2,1,2,5,0,3,1,0,4,2,14,0,3,8,1,2,47,0,1
"ENSG00000184007.18",11155,11012,8406,10533,19555,9630,14000,25381,6900,9527,37388,7764,7145,15010,5313,15776,14409,28791,8569,10721,1898
"ENSG00000228634.1",5,0,1,2,2,4,1,0,0,2,0,0,6,2,0,7,2,2,10,2,2
"ENSG00000121774.17",5981,1901,2910,5144,2696,2925,6344,3302,3189,5330,2543,2686,5828,2853,2811,6459,1924,4633,6106,2731,1482
"ENSG00000203325.3",1,0,0,3,1,0,4,0,1,4,0,1,4,0,0,1,0,0,5,1,0
"ENSG00000121775.17",886,243,299,923,382,241,790,469,225,810,536,264,973,321,347,1229,119,500,704,218,361
"ENSG00000266203.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276493.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000025800.13",4676,5202,5196,4378,6568,4956,5252,6970,4911,3649,10881,4865,3802,5133,4479,4720,6029,6504,4387,4853,1285
"ENSG00000084652.15",5567,1661,2498,4970,2778,2010,6182,2602,1945,5541,4109,2253,5850,2064,1703,6984,2424,4050,6726,1932,1673
"ENSG00000160050.14",146,955,373,175,690,329,105,987,394,161,1324,461,367,1361,339,120,965,579,247,2202,375
"ENSG00000224066.1",12,3,2,13,0,4,8,2,0,9,1,2,19,0,12,4,0,3,5,3,3
"ENSG00000160051.11",129,44,72,185,95,41,123,75,38,113,54,44,328,70,82,133,31,77,112,48,44
"ENSG00000222046.2",8,2,3,16,3,4,6,6,2,16,0,3,24,2,6,8,0,1,24,4,0
"ENSG00000160055.19",709,121,433,729,147,310,688,199,309,518,141,232,1472,114,380,660,75,417,755,101,219
"ENSG00000084623.11",8458,5805,5365,6390,8767,4509,6001,8550,3908,6133,12575,4611,6285,7353,4134,10195,5582,8200,8663,6100,2055
"ENSG00000220785.7",1334,155,986,1813,132,601,1890,230,364,2117,210,420,2628,355,1128,805,88,712,2064,295,903
"ENSG00000183615.5",432,22,244,336,16,113,340,25,94,892,76,201,580,39,53,156,18,322,522,39,118
"ENSG00000182866.16",363,14,22,473,8,18,460,10,13,616,6,9,888,53,161,517,9,11,632,19,65
"ENSG00000277617.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252450.1",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000116478.11",5154,575,2592,5206,733,1648,4445,908,1817,4997,1185,1843,5078,739,1785,4434,337,2571,3791,631,1570
"ENSG00000175130.6",2522,242,1335,1321,233,607,1298,184,268,3209,442,1605,2637,202,335,1608,358,2095,4525,363,1478
"ENSG00000233775.1",0,0,0,0,0,1,4,2,0,0,0,2,0,0,0,6,0,0,1,0,0
"ENSG00000162526.6",204,152,157,474,209,111,406,184,87,395,213,65,177,117,91,212,61,27,255,155,112
"ENSG00000225828.1",92,30,48,207,67,32,170,74,27,118,77,23,85,39,12,54,14,26,158,70,76
"ENSG00000160058.18",4067,2254,3285,5591,3406,2583,5411,3358,2754,4192,3809,2473,4086,2490,2770,4492,1311,2429,3967,2090,1787
"ENSG00000224333.1",0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
"ENSG00000270850.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229259.1",0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000263529.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273274.1",5,4,2,47,2,2,56,1,4,25,6,3,12,0,4,6,2,2,2,0,0
"ENSG00000160062.14",985,421,355,874,258,171,1470,339,207,865,349,145,553,212,144,582,279,281,393,140,173
"ENSG00000176261.15",1098,589,708,1178,805,591,1086,854,533,915,1029,485,1060,523,650,1222,231,602,518,488,268
"ENSG00000200591.1",0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0
"ENSG00000162521.18",6953,3176,4033,6035,5519,3286,7017,4291,3162,5704,6140,2929,5880,3542,3160,6593,2334,3778,3463,2834,1237
"ENSG00000162520.14",432,2332,170,407,4469,362,522,3126,429,378,4776,294,228,2846,276,187,868,404,144,1365,22
"ENSG00000224409.1",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000162522.10",5061,349,978,5122,320,581,5244,383,470,3848,762,657,6388,393,505,5642,260,1013,1450,239,444
"ENSG00000134684.10",10967,2056,2444,4695,3462,1711,4703,7210,1843,4992,5891,2507,6375,2183,1711,11774,3697,4420,5308,1348,711
"ENSG00000116497.17",1771,564,783,1547,928,460,1992,605,403,1565,904,449,2331,496,726,1289,589,787,992,517,549
"ENSG00000160097.16",27,6802,4414,55,5122,2200,81,2536,2757,181,7633,4070,152,1749,3218,86,3023,4697,67,5022,936
"ENSG00000121905.9",4,0,0,13,2,0,8,7,2,0,10,101,12,4,25,2,19,6,2,1,7
"ENSG00000121900.18",902,35,339,971,37,91,1083,210,470,757,106,155,1732,75,476,596,24,127,616,55,181
"ENSG00000116514.16",1831,899,789,1445,712,553,1891,1062,569,1423,1192,706,2215,948,551,2689,571,2031,3718,500,489
"ENSG00000278966.2",2,41,12,10,4,12,6,6,0,4,37,6,2,4,4,10,2,17,10,9,56
"ENSG00000217644.5",6,25,21,2,4,20,1,6,2,3,30,7,0,0,2,11,0,9,0,4,2
"ENSG00000239670.1",1,6,3,0,10,12,5,2,4,6,23,5,3,11,15,1,1,5,1,7,1
"ENSG00000004455.16",5911,2898,3674,4561,3512,3106,4716,4759,2434,4766,5555,3289,4865,4450,2920,7031,2635,6746,3790,3068,1479
"ENSG00000276645.1",3,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,1,0,0
"ENSG00000236065.2",0,2,1,2,2,0,2,2,5,5,2,0,12,0,0,2,0,0,7,0,2
"ENSG00000142920.16",89,38,179,175,30,149,147,32,98,192,94,132,530,264,389,54,12,46,324,139,220
"ENSG00000278997.1",29,10,17,56,16,25,81,8,14,45,126,18,15,3,25,10,13,2,36,2,28
"ENSG00000116525.13",404,198,265,637,272,198,591,210,186,521,1238,258,567,138,163,414,252,217,360,85,316
"ENSG00000279179.1",26,5,12,37,9,10,30,12,2,39,22,12,53,12,20,37,12,14,40,6,2
"ENSG00000160094.14",1910,560,1773,2789,684,1429,2708,630,1371,2092,1257,1266,1994,1113,1547,1382,248,912,865,792,970
"ENSG00000270115.1",3,0,4,6,8,5,0,2,4,3,3,2,13,4,2,10,1,0,5,0,4
"ENSG00000184389.9",5,2,0,6,2,0,8,1,0,5,7,0,10,2,0,16,2,3,7,0,0
"ENSG00000225313.5",413,133,249,532,350,142,447,198,108,435,304,140,311,53,154,551,144,141,553,70,73
"ENSG00000134686.18",13796,19507,6771,17442,27682,4739,15552,19158,5904,10923,35879,6842,7168,5548,4665,19399,24081,10289,14185,3570,3948
"ENSG00000284154.1",3,0,1,0,0,0,0,0,0,0,1,1,2,0,1,4,0,0,5,0,0
"ENSG00000222112.1",31,16,33,30,51,31,26,20,23,21,27,28,15,4,12,53,19,21,73,26,8
"ENSG00000233246.1",3,1,0,0,1,0,0,0,1,0,0,2,5,0,1,3,2,0,0,0,0
"ENSG00000234512.1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000121903.14",140,48,162,152,75,135,204,124,169,140,169,97,219,84,187,146,30,286,44,32,83
"ENSG00000235907.2",1,0,0,6,0,2,1,0,0,4,4,1,3,0,0,0,0,0,0,0,2
"ENSG00000121904.17",57,14,69,35,6,35,130,6,19,10,42,26,204,6,10,48,21,32,72,19,15
"ENSG00000227000.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176256.10",0,2,0,12,2,4,0,1,0,2,0,1,0,23,2,8,0,0,1,0,0
"ENSG00000231163.5",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201148.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142698.14",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000270241.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207941.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163866.8",2048,1088,1989,2083,1097,1691,2527,2216,1457,1832,1754,1879,1942,1129,1711,2476,2778,6032,2441,1005,788
"ENSG00000189280.3",9,2,2,13,5,8,12,2,0,11,30,0,6,8,2,8,2,10,8,2,7
"ENSG00000189433.5",2,2,0,6,0,2,4,2,0,4,3,0,4,4,0,3,0,0,0,0,4
"ENSG00000188910.7",29,8,13,64,7,4,26,12,16,40,31,4,131,2,3,19,4,10,65,1,8
"ENSG00000255811.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000187513.8",805,944,2655,3085,865,1771,2575,1609,1805,3609,2023,2959,2632,1360,1975,1255,1280,2732,3113,822,4583
"ENSG00000230163.1",84,10,45,79,30,41,97,36,28,92,41,51,71,18,16,72,27,54,188,25,14
"ENSG00000116544.11",47,16,17,62,9,12,42,18,4,78,23,26,54,7,4,56,12,12,88,8,15
"ENSG00000241014.1",299,83,104,616,47,76,512,46,43,440,39,45,576,48,149,211,42,62,318,48,93
"ENSG00000243749.1",1406,145,357,1540,138,172,1640,123,262,1196,164,157,892,83,212,1154,57,250,1002,125,340
"ENSG00000163867.16",2177,668,1154,1794,674,948,2039,818,1020,1845,540,758,2134,558,871,1797,382,1209,1232,464,440
"ENSG00000233940.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197056.9",553,311,285,497,159,188,632,220,188,443,154,119,873,198,209,551,50,253,225,132,143
"ENSG00000228348.1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000116560.10",15860,6175,10080,14824,12388,7503,16566,7137,7020,16072,18492,7738,18720,9904,7396,15402,9740,10296,27604,7481,5435
"ENSG00000201868.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000146463.11",2855,1178,1574,2351,1062,1388,2702,1508,1454,2491,1763,1191,2997,1764,1514,2417,567,1984,1551,1555,778
"ENSG00000240374.3",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"ENSG00000201542.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229994.1",84,26,25,86,24,49,50,44,23,72,56,30,88,28,31,112,33,87,70,26,18
"ENSG00000227409.1",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"ENSG00000278702.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142687.17",6801,3534,6390,6883,3253,4861,6561,3224,5464,6108,5892,5346,5947,4115,6883,6119,1600,5123,2379,3267,1859
"ENSG00000236274.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000020129.15",2054,991,2611,1591,791,1542,1737,1439,1868,2276,1950,1806,2490,1234,3299,2423,1126,2633,1508,725,859
"ENSG00000239636.1",50,1,4,55,2,7,49,5,0,55,9,0,80,3,2,64,1,2,31,1,3
"ENSG00000116819.6",119,24,52,108,18,21,184,14,11,146,59,37,327,23,39,106,11,6,85,25,54
"ENSG00000126067.11",5025,4005,3197,4264,4312,1974,4098,5312,2169,3869,8379,2691,4691,2778,2403,5780,2718,4088,3284,2478,1050
"ENSG00000142686.7",1479,1025,1212,1450,1332,729,1665,1733,725,1289,1678,930,1636,856,831,1514,574,1550,2060,886,525
"ENSG00000092853.13",95,11,10,32,4,33,86,4,4,22,4,27,424,3,4,171,0,11,48,3,14
"ENSG00000232335.1",0,0,0,1,0,0,1,0,0,0,0,0,7,0,1,0,0,0,1,0,0
"ENSG00000134698.10",3810,2660,1993,5289,1566,1446,5731,2017,1818,3084,3020,1389,3861,2376,1694,3633,842,2293,2231,1121,846
"ENSG00000092847.11",2560,955,1557,3158,1184,1532,2596,1363,1279,2432,1845,1101,2877,1234,1441,2653,577,1593,2130,1145,983
"ENSG00000271164.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000126070.19",2311,820,962,1746,1366,826,2354,1166,818,1961,1755,847,1890,748,934,2112,911,1185,2419,781,586
"ENSG00000271554.1",0,0,0,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,9,0,1
"ENSG00000232862.5",0,1,0,0,2,2,0,0,1,0,0,0,4,0,0,2,0,0,6,0,1
"ENSG00000092850.11",4,4,2,10,2,4,22,0,1,10,2,2,48,4,2,16,2,1,252,2,7
"ENSG00000116863.10",1544,982,710,1647,1051,674,1437,1475,706,1273,1844,808,1526,1274,871,1899,882,1390,1615,814,524
"ENSG00000171812.12",754,8,70,441,32,54,743,34,72,687,80,100,591,18,108,792,17,44,662,77,114
"ENSG00000054116.11",2911,1128,2179,2911,1383,1726,2905,1498,1776,2300,1721,1952,2773,749,1797,3129,711,2851,1756,828,834
"ENSG00000116871.15",9449,18474,28852,12371,16702,17381,10262,17909,23290,7612,32420,23100,9893,12381,19661,12160,4801,20292,17555,9944,8814
"ENSG00000264592.2",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000054118.13",9440,8898,7482,8037,15165,5815,9238,11913,7256,7176,14510,5284,7344,14760,7105,9609,5776,6786,5900,8533,2463
"ENSG00000231849.1",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000214193.10",977,83,109,504,147,88,792,87,109,689,173,81,2352,103,180,1732,28,115,510,39,159
"ENSG00000142694.6",380,109,151,607,84,96,793,74,127,668,138,201,974,42,141,569,34,289,841,92,382
"ENSG00000116883.8",900,154,146,634,155,79,305,129,47,473,179,70,614,56,129,507,15,71,454,45,148
"ENSG00000196182.10",6705,7399,4037,6340,11093,3479,5915,16281,3037,4897,31128,4666,4288,8869,3393,9652,8359,4600,8499,3885,1853
"ENSG00000181817.5",1253,1624,1600,1253,1562,1324,1053,3482,1125,1171,3410,1376,972,3130,1305,1629,1149,1401,668,1706,616
"ENSG00000222821.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116885.18",637,150,335,489,83,218,363,236,208,312,77,143,390,164,235,564,37,155,204,61,59
"ENSG00000201448.1",0,0,0,0,0,1,2,0,0,2,1,0,2,0,0,0,0,0,1,0,0
"ENSG00000116898.11",3562,3551,3244,2601,3468,3006,2645,5569,2864,2321,5878,3140,3436,5310,3714,3723,2945,4078,1475,4432,1597
"ENSG00000119535.17",21366,195,710,38623,128,569,15042,227,200,11029,139,464,13365,76,365,34139,184,264,8483,173,936
"ENSG00000230214.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234481.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163873.9",29,42,88,15,2,163,23,9,62,5,21,81,0,12,79,7,5,57,14,9,68
"ENSG00000264698.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207328.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223944.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252368.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230451.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233621.1",175,115,83,351,190,66,171,93,47,301,343,81,396,218,150,242,200,36,190,74,90
"ENSG00000163874.10",2580,454,386,1210,727,250,2975,336,230,1472,1973,353,1028,127,128,4316,1977,471,7878,508,1832
"ENSG00000283724.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163875.15",2991,2322,1286,2915,2530,899,3657,2103,1430,2232,3078,674,1968,1312,1142,2756,1082,1676,1860,1064,758
"ENSG00000263675.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163877.10",1102,409,568,1165,735,448,1190,650,511,876,685,400,753,437,435,965,662,608,793,255,268
"ENSG00000232273.1",8,0,3,3,2,1,3,0,1,4,3,1,8,1,2,7,0,0,17,2,0
"ENSG00000237749.4",3,5,5,2,6,0,1,3,1,4,1,0,2,2,1,0,1,0,2,0,9
"ENSG00000163879.10",800,80,309,863,101,164,1508,42,161,799,67,222,1245,87,276,819,21,121,786,54,128
"ENSG00000134697.12",3756,2337,1485,2600,3653,1629,3274,3415,1274,2680,4614,1498,2605,1758,1015,4052,6735,3385,3928,1461,577
"ENSG00000169218.13",383,4,6,831,4,4,399,1,0,1249,3,4,88,2,2,150,0,4,153,1,5
"ENSG00000116922.14",775,432,349,669,571,286,837,565,351,763,931,299,575,431,358,740,1212,672,464,210,100
"ENSG00000134690.10",134,50,28,129,38,38,121,26,24,56,22,33,1266,18,16,289,40,65,64,12,32
"ENSG00000183317.16",33,10,22,21,1,12,32,2,15,8,3,11,227,0,9,131,3,4,22,2,9
"ENSG00000200421.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214141.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227416.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185090.14",142,62,40,59,61,25,174,172,30,91,122,16,138,159,39,120,51,65,25,81,24
"ENSG00000196449.3",891,314,256,661,313,194,741,310,228,593,446,261,537,127,195,1119,1143,660,501,121,150
"ENSG00000197982.13",1352,1372,1489,1477,837,1318,1351,865,1352,1618,2725,1683,1746,768,1721,1861,1250,1757,1154,643,1096
"ENSG00000188786.9",1559,1010,733,1584,1395,551,1647,1514,698,1227,2586,728,1005,803,507,2060,2152,1143,769,505,312
"ENSG00000235673.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"ENSG00000204084.12",3425,751,1040,2288,629,773,2226,737,576,1787,961,514,2110,526,687,2538,655,959,1083,910,455
"ENSG00000252448.1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000222282.1",0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000277168.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183431.11",4431,5113,1991,3677,2179,1602,4023,2248,1507,3734,5327,1667,3516,3868,1345,5092,2333,3325,4557,1765,1178
"ENSG00000212541.1",3,12,1,1,2,1,1,1,1,0,13,0,3,13,0,1,0,2,9,3,6
"ENSG00000183386.9",1866,54209,684,873,46062,521,1011,28078,540,973,66665,1077,1609,89445,591,2030,8128,2334,4261,36512,856
"ENSG00000183520.11",1809,5335,1221,1169,7304,1261,1615,7240,1241,1118,7266,1674,1369,5320,1184,1703,5151,2837,1488,4194,544
"ENSG00000185668.7",5,33,2,11,27,6,4,14,6,13,49,4,2,0,0,2,0,2,3,12,2
"ENSG00000224592.5",4,3,0,6,2,0,0,2,0,0,3,0,14,0,4,3,0,0,4,0,1
"ENSG00000223589.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265596.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237290.1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275350.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200796.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238063.2",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"ENSG00000215895.4",6,0,5,3,0,3,2,2,6,5,1,2,1,0,3,3,0,2,5,2,0
"ENSG00000116954.7",3116,913,1087,2512,1071,1011,3396,1667,1348,1676,1334,1290,2223,897,1098,3002,1412,2616,2473,566,600
"ENSG00000228436.2",30,19,58,16,14,59,19,44,79,24,52,69,36,18,101,27,80,284,45,15,41
"ENSG00000214114.8",361,192,335,426,301,400,410,247,220,308,396,157,479,107,220,345,73,324,288,142,64
"ENSG00000131233.9",3,0,6,3,4,4,8,2,6,4,2,9,17,9,13,3,11,3,20,3,6
"ENSG00000158315.10",39,5,18,35,0,11,34,12,6,28,10,9,124,9,12,23,12,14,114,2,22
"ENSG00000199963.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000207466.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000235549.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174574.15",3499,1836,3688,3278,2414,3129,4018,2280,2853,3259,3280,4104,2249,1432,2236,3437,2390,4506,3100,1391,1110
"ENSG00000168653.10",5512,6355,17159,4909,8002,14744,3779,7395,12086,3198,10858,12827,5618,6957,12361,4897,4876,14896,3108,7629,5670
"ENSG00000127603.23",43165,5210,17888,54591,8178,20543,58336,8332,15363,74923,13989,13236,25787,7435,15411,38415,7109,19285,69581,6034,7691
"ENSG00000206654.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222378.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270040.1",5,0,2,4,0,0,6,0,2,3,2,2,11,0,4,4,0,8,13,0,8
"ENSG00000226438.1",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000217897.2",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000183682.7",41,10,20,32,13,16,33,16,3,37,24,30,31,19,4,32,9,8,36,24,1
"ENSG00000237624.1",14,12,102,21,8,37,10,4,41,53,9,152,0,1,6,3,4,36,38,4,27
"ENSG00000182109.7",537,177,99,413,197,61,351,167,74,437,242,64,654,239,112,359,131,128,339,320,113
"ENSG00000243970.1",48,13,6,27,9,7,41,4,3,33,13,2,44,15,11,18,1,3,16,19,6
"ENSG00000090621.13",11189,14657,9515,6193,25214,6626,7993,33671,9307,5870,41737,9746,7215,35457,6057,12608,16257,13865,6632,15094,1759
"ENSG00000201457.1",8,1,2,6,4,2,8,3,1,4,1,1,2,4,6,7,0,0,15,3,0
"ENSG00000228060.1",7,0,1,0,0,2,8,2,0,1,0,0,5,1,2,9,1,2,4,1,0
"ENSG00000163909.7",3531,377,4344,4364,429,2945,7389,224,2787,6141,943,4090,2569,272,1225,1415,681,2960,5134,1010,4577
"ENSG00000225903.1",0,0,2,0,0,0,1,0,0,0,0,2,0,1,5,0,0,0,0,0,2
"ENSG00000116981.3",3,116,168,1,82,78,1,246,108,0,442,70,0,1048,150,0,123,79,0,312,32
"ENSG00000116983.12",17,88,376,163,144,19,75,489,34,28,1558,62,33,102,52,8,60,57,102,77,9
"ENSG00000084072.16",2542,1131,1271,1730,993,974,2160,1353,1018,1342,1282,903,1737,1122,1197,1923,641,1387,980,1123,594
"ENSG00000225333.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000252413.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116985.11",259,109,74,381,68,55,312,58,44,1053,80,80,248,30,55,499,22,27,94,52,81
"ENSG00000198754.5",7,12,27,27,0,78,14,2,5,25,1,3,24,2,2,13,4,83,14,0,16
"ENSG00000261798.1",10,0,0,20,0,0,16,0,0,0,0,0,34,0,0,14,0,0,8,0,0
"ENSG00000229213.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000043514.15",965,330,1061,887,508,861,1014,759,775,697,454,620,1219,476,641,1093,373,1545,588,264,291
"ENSG00000202222.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116990.10",419,11,52,288,10,23,250,30,12,153,19,4,348,2,15,355,6,158,18,7,38
"ENSG00000236546.1",2,0,0,0,0,2,0,0,0,2,2,0,0,0,0,1,0,3,0,0,0
"ENSG00000207356.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168389.17",12519,15,44,6503,6,41,9146,10,16,5410,73,38,8309,4,21,12044,4,180,736,7,33
"ENSG00000228477.1",299,2,1,163,4,0,181,11,0,215,8,0,494,0,3,328,6,11,40,2,1
"ENSG00000131236.16",27624,2922,4388,23471,2546,3981,22513,2586,2788,18639,4179,4305,19354,1646,2351,31001,4023,10071,17322,2254,3091
"ENSG00000131238.16",11151,706,1819,9364,617,1708,9406,1270,1697,6520,704,1458,6993,696,1407,10803,512,3082,5382,753,1070
"ENSG00000226745.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117000.8",1854,1052,706,1407,1444,692,1880,1531,814,1344,1812,618,1344,1138,705,1406,1321,904,2504,890,665
"ENSG00000207508.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188800.5",2,1,0,2,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0
"ENSG00000259943.1",412,273,379,417,389,310,381,428,222,358,241,193,422,260,335,276,129,219,98,215,72
"ENSG00000084073.8",3172,927,1797,2213,992,1889,3487,1917,1583,2815,1748,2309,1826,656,1094,3315,1124,3199,1309,586,510
"ENSG00000231296.1",3,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,1,1
"ENSG00000049089.13",459,25,32,817,8,45,405,18,23,407,15,30,351,18,34,494,12,9,470,16,41
"ENSG00000227311.3",0,4,0,1,2,0,1,2,1,3,0,1,3,1,0,2,0,2,0,2,2
"ENSG00000084070.11",9423,1783,1230,12868,2131,1195,10402,2568,1002,5787,3565,825,4354,359,818,11072,1553,1698,5128,559,549
"ENSG00000213172.3",2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0
"ENSG00000187801.14",87,12,35,29,4,22,45,30,18,29,8,11,48,6,14,106,4,82,96,14,11
"ENSG00000260920.2",105,2,29,53,8,32,30,15,6,44,2,14,58,8,30,105,19,133,96,12,13
"ENSG00000279667.1",6,0,0,2,0,1,9,0,0,4,0,2,3,0,0,8,0,1,8,0,2
